Gemeente,Jaar,Totaal,A,BF,GN,OU
Heemskerk,2013,8.65,0.53,1.14,3.68,3.30
Heemskerk,2014,9.10,0.49,1.16,3.88,3.56
Heemstede,2008,7.82,0.03,0.47,3.42,3.90
Heemstede,2009,7.75,0.03,0.52,3.39,3.81
Heemstede,2010,7.94,0.03,0.57,3.46,3.88
Heemstede,2011,7.62,0.02,0.54,3.47,3.60
Heemstede,2012,7.33,0.02,0.41,3.16,3.74
Heemstede,2013,7.07,0.02,0.39,3.07,3.58
Heemstede,2014,7.21,0.02,0.42,3.29,3.49
Heerde,2008,6.21,0.00,1.61,2.60,1.91
Heerde,2009,5.95,0.00,1.57,2.34,1.94
Heerde,2010,7.12,0.00,1.64,2.30,3.10
Heerde,2011,6.54,0.00,.,2.51,2.39
Heerde,2012,6.34,0.00,.,2.24,2.49
Heerde,2013,6.30,0.00,.,2.14,2.53
Heerde,2014,6.14,0.00,.,2.10,2.43
Heerenveen,2008,23.96,0.08,3.43,12.45,7.99
Heerenveen,2009,24.93,0.08,4.18,12.13,8.54
Heerenveen,2010,26.87,0.07,4.16,13.02,9.62
Heerenveen,2011,27.61,0.08,4.10,13.31,10.13
Heerenveen,2012,27.70,0.08,4.46,13.39,9.77
Heerenveen,2013,27.67,0.08,4.03,13.64,9.92
Heerenveen,2014,29.72,0.12,4.55,14.52,10.53
Heerhugowaard,2008,21.51,1.18,4.10,9.26,6.97
Heerhugowaard,2009,23.01,1.11,3.81,9.91,8.19
Heerhugowaard,2010,22.49,1.01,4.04,9.58,7.86
Heerhugowaard,2011,23.31,0.98,3.93,10.16,8.24
Heerhugowaard,2012,22.25,1.02,3.84,9.46,7.92
Heerhugowaard,2013,21.39,0.92,3.83,8.68,7.96
Heerhugowaard,2014,21.20,0.79,3.79,8.72,7.90
Heerlen,2008,54.33,0.04,7.23,26.14,20.92
Heerlen,2009,53.50,0.05,7.10,23.36,22.99
Heerlen,2010,54.72,0.04,6.40,24.63,23.64
Heerlen,2011,57.09,0.07,6.29,27.17,23.56
Heerlen,2012,55.88,0.04,5.87,26.31,23.66
Heerlen,2013,54.85,0.04,5.90,25.53,23.38
Heerlen,2014,54.22,0.05,6.48,25.08,22.61
Heeze-Leende,2008,5.01,0.12,0.83,1.83,2.23
Heeze-Leende,2009,4.91,0.13,0.78,1.69,2.31
Heeze-Leende,2010,4.92,0.12,0.76,1.72,2.31
Heeze-Leende,2011,4.91,0.11,0.77,1.65,2.38
Heeze-Leende,2012,5.10,0.16,0.82,1.62,2.51
Heeze-Leende,2013,5.16,0.14,0.81,1.62,2.59
Heeze-Leende,2014,5.14,0.18,0.77,1.61,2.58
Heiloo,2008,5.56,0.00,0.76,2.63,2.15
Heiloo,2009,5.38,0.00,0.82,2.54,2.01
Heiloo,2010,4.81,0.00,0.69,2.59,1.51
Heiloo,2011,4.86,0.02,0.71,2.64,1.49
Heiloo,2012,4.56,0.03,0.47,2.51,1.55
Heiloo,2013,4.95,0.03,0.45,2.51,1.96
Heiloo,2014,4.85,0.02,0.49,2.42,1.92
Den Helder,2008,29.10,0.32,2.23,9.19,17.36
Den Helder,2009,30.90,0.28,2.06,9.67,18.88
Den Helder,2010,29.92,0.31,1.98,9.37,18.27
Den Helder,2011,30.16,0.33,2.29,8.83,18.71
Den Helder,2012,29.25,0.32,2.46,8.45,18.01
Den Helder,2013,29.19,0.22,2.47,8.78,17.72
Den Helder,2014,29.21,0.23,2.45,8.73,17.80
Hellendoorn,2008,12.80,0.12,3.42,4.53,4.73
Hellendoorn,2009,12.15,0.11,3.12,4.38,4.54
Hellendoorn,2010,11.59,0.12,3.07,4.10,4.30
Hellendoorn,2011,12.00,0.16,2.99,4.44,4.41
Hellendoorn,2012,11.24,0.17,2.62,4.77,3.68
Hellendoorn,2013,10.62,0.14,2.57,4.53,3.39
Hellendoorn,2014,10.47,0.15,2.59,4.49,3.24
Hellevoetsluis,2008,8.66,0.05,1.01,5.04,2.56
Hellevoetsluis,2009,8.74,0.04,0.99,4.90,2.81
Hellevoetsluis,2010,9.56,0.03,0.94,5.01,3.59
Hellevoetsluis,2011,9.21,0.03,0.95,4.84,3.39
Hellevoetsluis,2012,8.71,0.05,0.83,4.56,3.28
Hellevoetsluis,2013,8.98,0.03,0.85,4.65,3.45
Hellevoetsluis,2014,8.57,0.03,0.86,4.59,3.09
Helmond,2008,38.25,0.23,8.68,18.41,10.94
Helmond,2009,37.55,0.22,8.41,17.29,11.64
Helmond,2010,38.38,0.23,8.75,17.30,12.10
Helmond,2011,40.11,0.20,9.05,18.69,12.17
Helmond,2012,42.58,0.21,8.98,21.29,12.09
Helmond,2013,43.47,0.14,8.97,23.14,11.22
Helmond,2014,45.98,0.14,8.84,25.49,11.51
Hendrik-Ido-Ambacht,2008,7.20,0.00,1.15,4.38,1.46
Hendrik-Ido-Ambacht,2009,7.00,0.00,1.10,4.20,1.52
Hendrik-Ido-Ambacht,2010,6.84,0.00,1.07,4.24,1.35
Hendrik-Ido-Ambacht,2011,7.23,0.00,1.16,4.48,.
Hendrik-Ido-Ambacht,2012,6.94,0.00,1.17,4.20,.
Hendrik-Ido-Ambacht,2013,7.38,0.00,1.24,4.51,.
Hendrik-Ido-Ambacht,2014,7.45,0.00,1.20,4.55,.
Hengelo (O.),2008,45.42,0.06,10.72,21.50,13.15
Hengelo (O.),2009,43.63,0.05,10.74,18.45,14.38
Hengelo (O.),2010,45.82,0.08,10.55,18.92,16.28
Hengelo (O.),2011,45.87,0.07,10.57,19.45,15.77
Hengelo (O.),2012,44.84,0.07,10.39,19.54,14.84
Hengelo (O.),2013,44.34,0.06,10.53,18.64,15.11
Hengelo (O.),2014,44.36,0.07,10.55,18.99,14.76
's-Hertogenbosch,2008,102.00,0.08,12.26,57.51,32.15
's-Hertogenbosch,2009,101.00,0.11,12.11,56.25,32.53
's-Hertogenbosch,2010,102.20,0.00,12.09,57.26,32.74
's-Hertogenbosch,2011,102.15,0.12,12.62,55.40,34.01
's-Hertogenbosch,2012,100.85,0.12,14.22,53.49,33.02
's-Hertogenbosch,2013,102.49,0.13,13.90,55.42,33.03
's-Hertogenbosch,2014,98.28,0.10,13.24,52.08,32.86
Heumen,2008,5.80,0.09,0.55,3.13,2.02
Heumen,2009,5.41,0.09,0.40,3.00,1.92
Heumen,2010,4.46,0.08,0.38,2.53,1.47
Heumen,2011,4.45,0.09,0.38,2.59,1.39
Heumen,2012,4.23,0.09,0.35,2.33,1.46
Heumen,2013,3.98,0.08,0.33,2.42,1.15
Heumen,2014,4.21,0.08,0.26,2.69,1.18
Heusden,2008,11.93,0.48,4.49,5.12,1.85
Heusden,2009,11.51,0.45,4.14,4.91,2.01
Heusden,2010,11.82,0.51,3.73,5.17,2.40
Heusden,2011,11.53,0.48,3.69,5.30,2.06
Heusden,2012,11.83,0.51,3.57,5.44,2.30
Heusden,2013,11.90,0.54,3.40,5.54,2.43
Heusden,2014,11.76,0.38,3.35,5.66,2.37
Hillegom,2008,6.96,0.45,0.86,4.33,1.32
Hillegom,2009,7.08,0.38,0.87,4.40,1.43
Hillegom,2010,6.36,0.40,0.82,3.66,1.49
Hillegom,2011,6.55,0.47,0.83,3.72,1.53
Hillegom,2012,6.53,0.43,0.74,3.66,1.70
Hillegom,2013,6.58,0.33,0.72,3.79,1.74
Hillegom,2014,6.43,0.33,0.72,3.80,1.59
Hilvarenbeek,2008,4.47,0.17,0.70,2.44,1.17
Hilvarenbeek,2009,4.34,0.17,0.66,2.34,1.16
Hilvarenbeek,2010,4.08,0.18,0.69,2.35,0.86
Hilvarenbeek,2011,4.16,0.20,0.68,2.40,0.88
Hilvarenbeek,2012,4.31,0.21,0.72,2.43,0.95
Hilvarenbeek,2013,4.47,0.22,0.71,2.32,1.22
Hilvarenbeek,2014,4.54,0.23,0.71,2.38,1.21
Hilversum,2008,53.60,0.00,3.25,33.91,16.44
Hilversum,2009,50.91,0.00,3.16,30.62,17.13
Hilversum,2010,49.22,0.00,3.19,29.78,16.25
Hilversum,2011,50.09,0.00,3.10,30.15,16.83
Hilversum,2012,46.97,0.00,2.94,28.46,15.57
Hilversum,2013,46.95,0.01,2.77,28.28,15.89
Hilversum,2014,47.11,0.01,2.96,28.38,15.76
Hof van Twente,2008,11.37,0.28,3.25,5.02,2.82
Hof van Twente,2009,10.90,0.22,2.98,4.80,2.89
Hof van Twente,2010,11.13,0.28,3.15,4.74,2.97
Hof van Twente,2011,11.28,0.23,3.07,4.83,3.14
Hof van Twente,2012,11.24,0.23,2.94,4.96,3.11
Hof van Twente,2013,10.69,0.23,3.09,4.54,2.83
Hof van Twente,2014,10.75,0.29,3.02,4.57,2.88
Hollands Kroon,2008, , , , ,
Hollands Kroon,2009, , , , ,
Hollands Kroon,2010, , , , ,
Hollands Kroon,2011, , , , ,
Hollands Kroon,2012,12.22,1.30,1.89,6.27,2.76
Hollands Kroon,2013,11.65,1.31,2.10,5.76,2.49
Hollands Kroon,2014,11.39,1.35,1.83,5.60,2.61
Hoogeveen,2008,27.17,0.19,6.31,12.66,8.01
Hoogeveen,2009,28.12,0.18,6.02,12.31,9.62
Hoogeveen,2010,28.24,0.22,5.73,11.83,10.45
Hoogeveen,2011,29.18,0.18,5.73,12.74,10.53
Hoogeveen,2012,30.50,0.18,5.13,12.08,13.10
Hoogeveen,2013,29.83,0.19,5.09,13.14,11.42
Hoogeveen,2014,30.46,0.18,4.99,13.80,11.49
Hoogezand-Sappemeer,2008,13.61,0.13,5.19,4.58,3.72
Hoogezand-Sappemeer,2009,13.28,0.13,5.05,4.48,3.61
Hoogezand-Sappemeer,2010,13.50,0.24,5.00,4.31,3.95
Hoogezand-Sappemeer,2011,13.12,0.24,4.64,4.35,3.88
Hoogezand-Sappemeer,2012,12.37,0.00,4.30,4.36,.
Hoogezand-Sappemeer,2013,12.19,0.00,4.42,4.05,.
Hoogezand-Sappemeer,2014,12.18,0.00,4.19,4.36,.
Hoorn,2008,32.25,0.24,4.97,15.02,12.02
Hoorn,2009,33.38,0.13,4.53,16.65,12.06
Hoorn,2010,33.33,0.09,4.59,15.38,13.27
Hoorn,2011,33.78,0.05,4.31,15.33,14.10
Hoorn,2012,31.60,0.05,4.40,14.17,12.99
Hoorn,2013,29.50,0.04,4.30,13.43,11.72
Hoorn,2014,29.41,0.04,4.16,14.04,11.17
Horst aan de Maas,2008,14.44,2.83,2.47,6.09,3.04
Horst aan de Maas,2009,14.15,2.90,2.26,5.69,3.30
Horst aan de Maas,2010,17.78,3.42,3.17,6.70,4.48
Horst aan de Maas,2011,18.32,3.42,3.39,7.08,4.44
Horst aan de Maas,2012,18.64,3.20,3.46,7.45,4.52
Horst aan de Maas,2013,18.12,2.83,3.11,8.10,4.08
Horst aan de Maas,2014,17.75,2.57,3.02,8.19,3.98
Houten,2008,21.04,0.16,2.30,14.19,4.38
Houten,2009,22.19,0.19,2.21,14.64,5.16
Houten,2010,24.07,0.23,2.35,15.67,5.82
Houten,2011,24.99,0.27,2.98,15.41,6.32
Houten,2012,23.91,0.26,2.65,14.69,6.32
Houten,2013,22.47,0.26,2.65,13.46,6.11
Houten,2014,22.62,0.25,2.69,13.60,6.08
Huizen,2008,12.85,0.00,2.04,6.38,4.39
Huizen,2009,13.25,0.04,2.07,6.20,4.94
Huizen,2010,12.70,0.00,1.84,5.71,5.11
Huizen,2011,13.62,0.04,1.65,6.70,5.23
Huizen,2012,13.25,0.03,1.56,6.44,5.22
Huizen,2013,13.12,0.04,1.77,6.64,4.67
Huizen,2014,13.22,0.02,1.73,7.04,4.43
Hulst,2008,7.92,0.12,1.37,4.30,2.13
Hulst,2009,9.60,0.12,1.38,4.15,3.95
Hulst,2010,8.01,0.14,1.19,4.16,2.52
Hulst,2011,7.48,0.16,0.97,4.18,2.17
Hulst,2012,7.81,0.12,1.41,4.24,2.05
Hulst,2013,6.92,0.13,1.13,3.73,1.93
Hulst,2014,6.71,0.11,1.18,3.47,1.95
IJsselstein,2008,11.08,0.02,2.48,6.51,2.07
IJsselstein,2009,10.71,0.00,2.19,6.32,2.18
IJsselstein,2010,10.75,0.02,2.14,6.35,2.24
IJsselstein,2011,10.75,0.03,2.24,6.48,2.00
IJsselstein,2012,10.33,0.03,2.22,5.91,2.17
IJsselstein,2013,9.78,0.03,2.03,5.86,1.86
IJsselstein,2014,9.61,0.03,2.04,5.68,1.87
Kaag en Braassem,2008, , , , ,
Kaag en Braassem,2009,6.86,0.79,1.52,3.36,1.19
Kaag en Braassem,2010,7.14,0.77,1.69,3.51,1.17
Kaag en Braassem,2011,7.29,0.76,1.72,3.47,1.34
Kaag en Braassem,2012,7.09,0.69,1.44,3.59,1.37
Kaag en Braassem,2013,6.99,0.71,1.43,3.55,1.29
Kaag en Braassem,2014,7.14,0.71,1.49,3.68,1.26
Kampen,2008,18.23,0.92,4.01,7.53,5.78
Kampen,2009,18.08,0.89,3.71,7.42,6.06
Kampen,2010,19.26,0.89,3.88,7.93,6.57
Kampen,2011,19.63,0.82,3.77,7.93,7.11
Kampen,2012,19.67,0.77,3.73,7.80,7.37
Kampen,2013,19.12,0.90,3.44,7.54,7.23
Kampen,2014,19.19,0.75,3.38,7.78,7.28
Kapelle,2008,3.55,0.24,0.68,1.87,0.76
Kapelle,2009,3.74,0.25,0.73,2.02,0.74
Kapelle,2010,3.68,0.26,0.76,1.90,0.76
Kapelle,2011,4.00,0.26,0.74,2.18,0.82
Kapelle,2012,3.84,0.29,0.74,1.96,0.85
Kapelle,2013,3.83,0.31,0.79,1.83,0.90
Kapelle,2014,3.84,0.29,0.80,1.83,0.92
Katwijk,2008,24.59,0.54,4.38,12.74,6.92
Katwijk,2009,22.93,0.58,4.30,12.39,5.67
Katwijk,2010,21.78,0.53,3.37,12.04,5.84
Katwijk,2011,21.38,0.55,3.22,11.94,5.67
Katwijk,2012,21.04,0.62,3.11,11.62,5.68
Katwijk,2013,20.60,0.56,2.79,11.45,5.80
Katwijk,2014,20.75,0.59,2.91,11.66,5.60
Kerkrade,2008,16.82,0.00,4.54,6.62,5.66
Kerkrade,2009,14.52,0.00,4.02,6.21,4.29
Kerkrade,2010,15.46,0.00,4.30,6.76,4.40
Kerkrade,2011,15.01,0.00,.,6.60,4.87
Kerkrade,2012,14.57,0.00,.,6.72,4.51
Kerkrade,2013,14.05,0.00,.,6.45,4.90
Kerkrade,2014,14.59,0.00,.,7.02,4.91
Koggenland,2008,7.01,1.01,2.40,2.37,1.23
Koggenland,2009,6.89,0.99,2.31,2.33,1.26
Koggenland,2010,6.63,0.90,2.37,1.84,1.51
Koggenland,2011,6.73,0.94,2.25,1.95,1.59
Koggenland,2012,6.55,0.88,1.92,2.16,1.59
Koggenland,2013,6.60,0.82,1.94,2.45,1.39
Koggenland,2014,6.67,0.91,1.92,2.43,1.41
Kollumerland en Nieuwkruisland,2008,3.01,0.00,0.82,1.19,0.95
Kollumerland en Nieuwkruisland,2009,3.16,0.04,0.80,1.40,0.91
Kollumerland en Nieuwkruisland,2010,3.13,0.05,0.80,1.31,0.97
Kollumerland en Nieuwkruisland,2011,2.99,0.05,0.75,1.22,0.97
Kollumerland en Nieuwkruisland,2012,3.14,0.05,0.77,1.28,1.05
Kollumerland en Nieuwkruisland,2013,2.73,0.06,0.58,1.08,1.01
Kollumerland en Nieuwkruisland,2014,2.92,0.05,0.77,1.08,1.02
Korendijk,2008,1.73,0.08,0.42,0.84,0.41
Korendijk,2009,1.71,0.07,0.42,0.81,0.41
Korendijk,2010,1.71,0.08,0.41,0.79,0.43
Korendijk,2011,1.81,0.08,0.44,0.87,0.42
Korendijk,2012,1.59,0.08,0.33,0.78,0.39
Korendijk,2013,1.71,0.08,0.37,0.76,0.49
Korendijk,2014,1.67,0.08,0.34,0.78,0.47
Krimpen aan den IJssel,2008,8.67,0.00,2.12,4.22,2.33
Krimpen aan den IJssel,2009,8.01,0.00,2.09,3.64,2.27
Krimpen aan den IJssel,2010,8.13,0.00,2.27,3.70,2.15
Krimpen aan den IJssel,2011,7.67,0.00,.,3.67,2.09
Krimpen aan den IJssel,2012,7.82,0.00,.,3.52,2.21
Krimpen aan den IJssel,2013,7.75,0.00,.,3.42,2.21
Krimpen aan den IJssel,2014,7.71,0.00,.,3.33,2.21
Krimpenerwaard,2008, , , , ,
Krimpenerwaard,2009, , , , ,
Krimpenerwaard,2010, , , , ,
Krimpenerwaard,2011, , , , ,
Krimpenerwaard,2012, , , , ,
Krimpenerwaard,2013, , , , ,
Krimpenerwaard,2014, , , , ,
Laarbeek,2008,7.82,0.29,2.28,3.99,1.26
Laarbeek,2009,7.95,0.29,2.11,4.19,1.36
Laarbeek,2010,8.37,0.31,2.19,4.49,1.39
Laarbeek,2011,8.64,0.28,2.12,4.97,1.28
Laarbeek,2012,6.09,0.31,1.97,2.52,1.30
Laarbeek,2013,5.69,0.30,1.91,2.29,1.19
Laarbeek,2014,5.89,0.30,1.91,2.35,1.33
Landerd,2008,5.20,0.21,1.08,2.26,1.65
Landerd,2009,4.85,0.22,1.19,2.03,1.41
Landerd,2010,4.66,0.23,1.05,1.93,1.45
Landerd,2011,4.37,0.23,0.92,1.85,1.38
Landerd,2012,4.41,0.30,0.86,1.78,1.47
Landerd,2013,4.24,0.30,0.82,1.76,1.37
Landerd,2014,4.30,0.31,0.87,1.89,1.23
Landgraaf,2008,9.14,0.00,2.22,3.68,3.22
Landgraaf,2009,8.78,0.00,2.24,3.54,2.99
Landgraaf,2010,9.25,0.00,2.27,3.88,3.08
Landgraaf,2011,9.46,0.00,.,3.73,3.43
Landgraaf,2012,10.61,0.00,.,3.50,4.91
Landgraaf,2013,8.62,0.00,.,3.33,3.53
Landgraaf,2014,8.05,0.00,.,3.26,3.69
Landsmeer,2008,1.82,0.03,0.22,1.04,0.54
Landsmeer,2009,1.72,0.00,0.16,0.97,0.55
Landsmeer,2010,1.79,0.00,0.17,1.01,0.58
Landsmeer,2011,1.81,0.03,0.14,1.04,0.60
Landsmeer,2012,2.00,0.00,0.15,1.14,.
Landsmeer,2013,1.92,0.00,0.15,1.19,.
Landsmeer,2014,1.88,0.00,0.14,1.19,.
Langedijk,2008,7.34,0.24,1.56,3.58,1.96
Langedijk,2009,7.35,0.25,1.59,3.50,2.01
Langedijk,2010,7.38,0.18,1.37,3.80,2.02
Langedijk,2011,7.61,0.15,1.29,4.14,2.04
Langedijk,2012,7.69,0.18,1.65,3.77,2.09
Langedijk,2013,7.02,0.20,1.39,3.56,1.87
Langedijk,2014,6.89,0.19,1.37,3.57,1.76
Lansingerland,2008,18.92,3.18,2.72,9.87,3.15
Lansingerland,2009,19.69,2.83,2.65,10.89,3.31
Lansingerland,2010,20.81,3.00,2.66,11.83,3.33
Lansingerland,2011,22.28,2.93,2.29,12.31,4.75
Lansingerland,2012,23.00,2.89,2.42,13.01,4.69
Lansingerland,2013,23.85,2.90,2.26,14.69,4.00
Lansingerland,2014,23.94,2.84,2.27,14.95,3.87
Laren (NH.),2008,5.31,0.00,0.25,2.71,2.35
Laren (NH.),2009,5.14,0.00,0.19,2.49,2.46
Laren (NH.),2010,5.21,0.00,0.20,2.73,2.29
Laren (NH.),2011,5.03,0.00,0.15,2.74,2.15
Laren (NH.),2012,4.67,0.00,0.14,2.32,2.21
Laren (NH.),2013,4.45,0.00,.,2.46,1.88
Laren (NH.),2014,4.73,0.00,.,2.68,1.93
Leek,2008,8.79,0.03,2.61,4.07,2.09
Leek,2009,8.29,0.04,2.56,3.69,2.00
Leek,2010,8.82,0.05,2.80,3.72,2.25
Leek,2011,8.91,0.05,2.74,3.66,2.46
Leek,2012,7.73,0.05,2.42,3.22,2.05
Leek,2013,7.88,0.05,2.51,3.29,2.03
Leek,2014,8.39,0.05,2.48,3.86,2.01
Leerdam,2008,8.52,0.04,2.23,4.09,2.16
Leerdam,2009,8.34,0.04,2.08,3.95,2.27
Leerdam,2010,8.42,0.00,2.38,3.67,2.34
Leerdam,2011,8.69,0.04,2.39,3.93,2.33
Leerdam,2012,8.69,0.04,2.25,4.14,2.25
Leerdam,2013,8.66,0.04,2.31,4.01,2.29
Leerdam,2014,7.78,0.05,2.16,3.44,2.14
Leeuwarden,2008,67.09,0.00,5.62,29.48,31.98
Leeuwarden,2009,67.33,0.02,6.92,28.10,32.29
Leeuwarden,2010,67.29,0.00,6.63,28.38,32.25
Leeuwarden,2011,68.08,0.02,6.84,29.01,32.21
Leeuwarden,2012,65.00,0.02,6.09,27.94,30.95
Leeuwarden,2013,62.39,0.02,5.83,26.49,30.06
Leeuwarden,2014,64.13,0.07,6.51,26.62,30.94
Leeuwarderadeel,2008,2.08,0.02,0.28,0.67,1.11
Leeuwarderadeel,2009,2.12,0.00,0.22,0.65,1.23
Leeuwarderadeel,2010,2.19,0.03,0.24,0.66,1.27
Leeuwarderadeel,2011,2.22,0.02,0.24,0.70,1.26
Leeuwarderadeel,2012,2.28,0.03,0.20,0.78,1.27
Leeuwarderadeel,2013,2.20,0.02,0.23,0.73,1.21
Leeuwarderadeel,2014,2.28,0.03,0.25,0.77,1.23
Leiden,2008,67.74,0.00,9.04,27.17,31.51
Leiden,2009,66.03,0.02,8.20,25.54,32.27
Leiden,2010,65.55,0.00,7.95,25.15,32.43
Leiden,2011,68.35,0.02,7.63,27.22,33.48
Leiden,2012,68.11,0.01,7.81,28.22,32.08
Leiden,2013,68.59,0.01,8.09,27.97,32.51
Leiden,2014,67.46,0.01,7.70,26.68,33.07
Leiderdorp,2008,10.62,0.00,1.31,3.84,5.45
Leiderdorp,2009,10.34,0.03,1.14,3.83,5.34
Leiderdorp,2010,10.85,0.00,1.22,3.76,5.85
Leiderdorp,2011,11.32,0.01,1.16,4.59,5.57
Leiderdorp,2012,9.98,0.02,1.09,3.44,5.43
Leiderdorp,2013,9.44,0.02,0.51,3.58,5.32
Leiderdorp,2014,9.65,0.02,0.48,3.47,5.67
Leidschendam-Voorburg,2008,22.15,0.00,2.16,11.13,8.65
Leidschendam-Voorburg,2009,20.93,0.16,1.94,10.19,8.65
Leidschendam-Voorburg,2010,20.95,0.14,2.00,10.12,8.70
Leidschendam-Voorburg,2011,20.34,0.10,1.86,10.26,8.11
Leidschendam-Voorburg,2012,20.04,0.12,1.61,9.30,9.02
Leidschendam-Voorburg,2013,18.88,0.08,1.26,8.96,8.57
Leidschendam-Voorburg,2014,18.40,0.08,0.96,8.96,8.40
Lelystad,2008,32.68,0.05,4.46,13.71,14.46
Lelystad,2009,33.25,0.06,4.09,14.43,14.68
Lelystad,2010,41.96,0.07,4.13,15.89,21.86
Lelystad,2011,41.99,0.07,3.40,16.38,22.14
Lelystad,2012,36.21,0.08,3.68,16.59,15.86
Lelystad,2013,32.68,0.09,3.27,15.21,14.11
Lelystad,2014,32.55,0.11,3.46,15.26,13.71
Leudal,2008,11.42,1.01,2.77,4.26,3.38
Leudal,2009,11.92,1.06,2.76,4.42,3.69
Leudal,2010,11.66,1.11,2.62,4.27,3.66
Leudal,2011,11.35,1.11,2.70,4.21,3.32
Leudal,2012,11.26,1.11,2.56,4.23,3.35
Leudal,2013,10.69,1.05,1.99,4.04,3.61
Leudal,2014,11.27,1.06,2.07,4.23,3.90
Leusden,2008,14.33,0.06,0.91,9.90,3.47
Leusden,2009,13.04,0.04,0.71,8.81,3.49
Leusden,2010,12.87,0.05,0.70,8.93,3.19
Leusden,2011,12.19,0.05,0.65,8.51,2.98
Leusden,2012,11.93,0.05,0.54,8.38,2.96
Leusden,2013,12.19,0.05,0.51,8.59,3.04
Leusden,2014,13.84,0.05,0.45,10.03,3.30
Lingewaal,2008,3.16,0.00,1.32,1.40,0.39
Lingewaal,2009,2.88,0.00,1.21,1.21,0.43
Lingewaal,2010,3.03,0.03,1.22,1.28,0.50
Lingewaal,2011,3.12,0.03,1.23,1.24,0.62
Lingewaal,2012,2.99,0.03,1.18,1.14,0.65
Lingewaal,2013,2.89,0.03,1.13,1.11,0.63
Lingewaal,2014,3.03,0.03,1.11,1.20,0.69
Lingewaard,2008,11.10,0.46,2.22,5.87,2.56
Lingewaard,2009,10.72,0.45,2.08,5.55,2.65
Lingewaard,2010,12.21,0.45,2.82,6.04,2.90
Lingewaard,2011,12.03,0.38,2.70,5.95,3.00
Lingewaard,2012,11.78,0.33,2.44,6.14,2.87
Lingewaard,2013,11.11,0.31,2.25,5.59,2.97
Lingewaard,2014,10.68,0.31,2.05,5.33,2.99
Lisse,2008,9.13,0.23,1.20,6.00,1.70
Lisse,2009,8.44,0.17,1.19,5.36,1.72
Lisse,2010,8.89,0.22,1.13,5.69,1.86
Lisse,2011,8.75,0.33,1.13,5.42,1.88
Lisse,2012,8.45,0.28,1.10,5.31,1.77
Lisse,2013,7.86,0.29,1.06,4.84,1.67
Lisse,2014,7.37,0.23,1.02,4.47,1.64
Littenseradiel,2008,2.14,0.07,0.75,0.55,0.77
Littenseradiel,2009,1.84,0.10,0.66,0.52,0.57
Littenseradiel,2010,1.85,0.10,0.69,0.52,0.54
Littenseradiel,2011,1.87,0.10,0.69,0.51,0.58
Littenseradiel,2012,1.82,0.12,0.67,0.54,0.49
Littenseradiel,2013,1.75,0.12,0.57,0.59,0.48
Littenseradiel,2014,1.71,0.12,0.48,0.63,0.49
Lochem,2008,12.54,0.21,2.73,5.23,4.37
Lochem,2009,12.01,0.20,2.45,5.07,4.29
Lochem,2010,12.96,0.20,2.24,5.42,5.09
Lochem,2011,11.93,0.21,2.22,5.64,3.86
Lochem,2012,10.85,0.21,2.15,4.89,3.60
Lochem,2013,10.52,0.20,2.07,4.41,3.83
Lochem,2014,10.61,0.24,2.11,4.44,3.83
Loon op Zand,2008,8.61,0.09,1.07,4.14,3.32
Loon op Zand,2009,8.66,0.00,0.96,3.90,3.70
Loon op Zand,2010,8.79,0.00,0.97,3.92,3.79
Loon op Zand,2011,8.25,0.12,1.00,3.57,3.56
Loon op Zand,2012,8.19,0.12,0.80,3.60,3.67
Loon op Zand,2013,8.18,0.12,0.77,3.53,3.77
Loon op Zand,2014,8.40,0.12,0.78,3.73,3.77
Lopik,2008,4.06,0.11,1.56,1.86,0.54
Lopik,2009,3.94,0.10,1.59,1.72,0.53
Lopik,2010,4.16,0.12,1.63,1.76,0.65
Lopik,2011,4.41,0.12,1.62,2.04,0.63
Lopik,2012,4.22,0.12,1.38,2.04,0.67
Lopik,2013,4.08,0.12,1.26,2.09,0.60
Lopik,2014,3.76,0.13,1.28,1.74,0.61
Loppersum,2008,1.69,0.04,0.41,0.37,0.87
Loppersum,2009,1.73,0.04,0.37,0.40,0.93
Loppersum,2010,1.69,0.05,0.25,0.41,0.98
Loppersum,2011,1.73,0.04,0.30,0.44,0.95
Loppersum,2012,1.53,0.05,0.20,0.45,0.83
Loppersum,2013,1.55,0.05,0.21,0.44,0.86
Loppersum,2014,1.52,0.04,0.20,0.40,0.87
Losser,2008,6.92,0.08,1.78,2.89,2.17
Losser,2009,6.38,0.07,1.35,2.67,2.28
Losser,2010,6.39,0.07,1.25,2.79,2.28
Losser,2011,6.21,0.07,1.13,2.74,2.28
Losser,2012,6.32,0.07,1.24,2.59,2.42
Losser,2013,6.08,0.08,1.11,2.67,2.22
Losser,2014,6.31,0.09,1.04,2.75,2.43
Maasdriel,2008,8.79,0.62,2.19,4.52,1.46
Maasdriel,2009,8.96,0.58,2.18,4.81,1.39
Maasdriel,2010,9.35,0.57,2.28,5.05,1.46
Maasdriel,2011,9.79,0.57,2.03,5.41,1.78
Maasdriel,2012,9.28,0.54,2.15,4.81,1.77
Maasdriel,2013,9.17,0.64,1.86,4.94,1.73
Maasdriel,2014,8.84,0.63,1.85,4.78,1.58
Maasgouw,2008,7.00,0.03,1.80,2.28,2.89
Maasgouw,2009,6.66,0.04,1.65,2.16,2.80
Maasgouw,2010,7.11,0.03,1.61,2.39,3.08
